Id,OverallQual,Neighborhood,GrLivArea,YearBuilt,GarageArea,TotalBsmtSF,FullBath,YearRemodAdd,2ndFlrSF,Foundation,Exterior2nd,Fireplaces,LotArea,Exterior1st,OpenPorchSF,SalePrice
999,3,IDOTRR,1077,1922,210,1007,1,1950,0,BrkTil,Wd Sdng,1,9786,Wd Sdng,100,91000
1000,7,CollgCr,1208,2006,632,1187,2,2006,0,PConc,VinylSd,0,6762,VinylSd,61,206000
1002,5,OldTown,691,1920,216,691,1,1950,0,BrkTil,Wd Sdng,0,5400,Wd Sdng,20,86000
1003,8,Somerst,1574,2006,824,1574,2,2006,0,PConc,VinylSd,1,11957,VinylSd,104,232000
1004,5,NWAmes,1680,1976,528,1680,2,1976,0,CBlock,VinylSd,0,11500,VinylSd,0,136905
1005,7,Blmngtn,1504,2005,457,1346,2,2006,0,PConc,VinylSd,1,3182,VinylSd,0,181000
1006,5,CollgCr,985,1977,328,985,2,1977,0,CBlock,HdBoard,0,8385,HdBoard,0,149900
1007,6,NAmes,1657,1970,484,1657,2,1970,0,CBlock,Plywood,1,12155,Plywood,0,163500
1008,4,MeadowV,1092,1970,286,546,1,1970,546,CBlock,CmentBd,0,2217,CemntBd,0,88000
1010,5,SWISU,1522,1926,0,1008,2,1950,0,BrkTil,Wd Sdng,0,6000,Wd Sdng,0,102000
1011,5,Sawyer,1271,1948,312,720,2,1950,551,CBlock,Wd Sdng,1,21286,Wd Sdng,0,135000
1013,6,Crawfor,1502,1923,180,602,1,1996,602,PConc,Wd Sdng,2,10592,Wd Sdng,0,165000
1014,5,OldTown,1022,1910,280,1022,1,2006,0,BrkTil,Stucco,0,7200,MetalSd,30,85000
1015,6,NAmes,1082,1948,240,1082,1,1950,0,CBlock,MetalSd,1,11664,MetalSd,130,119200
1016,8,NWAmes,1665,2001,528,810,2,2001,855,PConc,VinylSd,0,8400,VinylSd,45,227000
1017,7,CollgCr,1504,1996,478,1504,2,1996,0,PConc,VinylSd,1,11883,VinylSd,66,203000
1018,8,StoneBr,1360,1984,565,1220,1,1984,0,CBlock,HdBoard,1,5814,HdBoard,0,187500
1019,7,Gilbert,1472,1991,402,384,2,1992,670,PConc,HdBoard,1,10784,HdBoard,0,160000
1020,7,Blmngtn,1506,2005,440,1362,2,2005,0,PConc,VinylSd,1,3013,VinylSd,20,213490
1021,4,Edwards,1132,2005,451,1132,1,2005,0,PConc,VinylSd,0,7024,VinylSd,64,176000
1022,7,CollgCr,1220,2006,632,1199,2,2006,0,PConc,VinylSd,0,7406,VinylSd,54,194000
1023,5,OldTown,1248,1930,160,912,1,1950,336,CBlock,Wd Sdng,0,9439,Wd Sdng,0,87000
1024,7,Blmngtn,1504,2005,437,1346,2,2006,0,PConc,VinylSd,1,3182,VinylSd,20,191000
1026,5,CollgCr,882,1972,461,882,1,1972,0,CBlock,VinylSd,0,7700,VinylSd,0,112500
1027,5,NAmes,1264,1960,461,1268,1,1960,0,CBlock,HdBoard,2,9300,MetalSd,0,167500
1028,8,Timber,1646,2007,800,1638,2,2008,0,PConc,VinylSd,1,9520,VinylSd,44,293077
1029,5,NAmes,1376,1941,240,768,1,1950,408,CBlock,Wd Shng,1,9492,WdShing,0,105000
1030,6,BrDale,1218,1972,264,672,1,1972,546,CBlock,HdBoard,0,1680,HdBoard,28,118000
1031,5,SWISU,1928,1916,0,686,2,1995,980,PConc,VinylSd,0,7082,VinylSd,0,160000
1032,7,SWISU,3082,1920,672,824,2,1970,998,BrkTil,Plywood,2,15863,Wd Sdng,63,197000
1034,7,CollgCr,1654,2002,900,1654,2,2002,0,PConc,VinylSd,0,8125,VinylSd,136,230000
1035,5,Crawfor,954,1938,240,920,1,1950,0,PConc,MetalSd,1,6305,MetalSd,0,119750
1037,9,Timber,1620,2007,912,1620,2,2008,0,PConc,VinylSd,1,12898,VinylSd,0,315500
1038,8,CollgCr,2263,2001,905,1055,2,2002,1208,PConc,VinylSd,1,9240,VinylSd,45,287000
1039,4,MeadowV,1344,1970,0,546,1,2008,546,CBlock,CmentBd,1,1533,CemntBd,0,97000
1040,4,MeadowV,630,1970,286,630,1,1970,0,CBlock,CmentBd,0,1477,CemntBd,0,80000
1041,5,Sawyer,1803,1957,484,1134,2,2000,0,CBlock,Wd Sdng,1,13125,Wd Sdng,0,155000
1042,6,NWAmes,1632,1966,484,800,1,2000,832,CBlock,HdBoard,0,9130,HdBoard,40,173000
1043,6,NridgHt,1306,2005,624,1306,2,2005,0,PConc,VinylSd,1,5381,VinylSd,63,196000
1048,5,CollgCr,990,1994,672,990,1,1995,0,PConc,VinylSd,0,9245,VinylSd,0,145000
1051,7,Gilbert,1302,2007,436,1302,2,2007,0,PConc,VinylSd,0,8993,VinylSd,22,176485
1052,7,CollgCr,1316,2007,440,1316,2,2007,0,PConc,VinylSd,1,11175,VinylSd,20,200141
1053,6,NAmes,1977,1964,540,816,1,1978,850,CBlock,VinylSd,1,9500,VinylSd,52,165000
1054,5,Edwards,1526,1957,364,1216,1,2002,0,CBlock,HdBoard,1,8562,HdBoard,78,144500
1055,8,CollgCr,1989,2002,586,1065,2,2002,898,PConc,VinylSd,1,11367,VinylSd,60,255000
1056,6,NWAmes,1523,1976,478,1193,2,1976,0,CBlock,Plywood,1,11361,Plywood,0,180000
1057,7,NridgHt,1364,2005,484,1364,2,2005,0,PConc,VinylSd,1,7052,VinylSd,36,185850
1058,7,NoRidge,1850,1994,467,973,2,1994,871,PConc,HdBoard,1,29959,HdBoard,98,248000
1059,9,NridgHt,2184,2008,836,1104,2,2008,1054,PConc,VinylSd,1,11308,VinylSd,102,335000
1061,8,StoneBr,1338,2001,582,1338,2,2001,0,PConc,CmentBd,0,4920,CemntBd,0,213500
1063,5,OldTown,2337,1900,560,662,2,1950,915,BrkTil,Wd Sdng,0,13600,Wd Sdng,57,90000
1064,6,OldTown,1103,1925,440,1103,1,1980,0,BrkTil,MetalSd,1,6000,MetalSd,120,110500
1065,5,NAmes,1154,1966,480,1154,1,1966,0,CBlock,Plywood,1,11000,Plywood,58,154000
1067,6,Gilbert,1571,1993,380,799,2,1994,772,PConc,VinylSd,1,7837,VinylSd,40,178000
1068,6,NAmes,1611,1964,442,780,1,1964,813,CBlock,HdBoard,0,9760,HdBoard,128,167900
1069,6,MeadowV,2521,1973,576,942,2,1973,1230,CBlock,CmentBd,1,3964,CemntBd,20,151400
1070,5,NAmes,893,1949,576,845,1,2003,0,CBlock,MetalSd,0,9600,MetalSd,0,135000
1071,5,NAmes,1048,1956,286,1048,1,1956,0,CBlock,MetalSd,0,10152,MetalSd,20,135000
1072,6,NWAmes,1556,1968,441,727,1,1968,727,CBlock,MetalSd,0,11700,MetalSd,0,154000
1073,5,Edwards,1456,1948,280,810,1,1950,454,CBlock,MetalSd,1,7585,MetalSd,0,91500
1074,6,Edwards,1426,1977,440,690,1,1977,728,CBlock,Plywood,0,7950,HdBoard,0,159500
1075,7,CollgCr,1240,2006,826,1240,2,2006,0,PConc,VinylSd,0,8556,VinylSd,93,194000
1077,5,OldTown,1466,1936,566,796,2,1989,370,CBlock,Wd Sdng,1,10800,Wd Sdng,21,170000
1078,5,NAmes,1096,1969,299,1096,1,1969,0,CBlock,Plywood,0,15870,VinylSd,32,138800
1079,6,CollgCr,848,2004,420,848,1,2004,0,PConc,VinylSd,1,4435,VinylSd,0,155900
1080,5,CollgCr,990,1994,299,990,1,1994,0,PConc,VinylSd,0,8775,VinylSd,64,126000
1081,6,NWAmes,1258,1971,528,1258,2,2004,0,CBlock,VinylSd,0,11040,VinylSd,0,145000
1082,5,Sawyer,1040,1963,308,1040,1,1963,0,CBlock,HdBoard,0,7500,HdBoard,0,133000
1083,7,CollgCr,1459,2002,527,1459,2,2002,0,PConc,VinylSd,1,8749,VinylSd,39,192000
1084,6,NAmes,1251,1964,461,1251,1,1964,0,CBlock,HdBoard,2,8800,HdBoard,116,160000
1085,6,Gilbert,1498,1995,409,691,2,1996,807,PConc,HdBoard,1,13031,HdBoard,44,187500
1086,6,SawyerW,996,1992,564,936,1,1992,0,PConc,HdBoard,0,9069,HdBoard,0,147000
1087,4,MeadowV,1092,1973,286,546,1,1973,546,CBlock,CmentBd,0,1974,CemntBd,96,83500
1088,8,Somerst,1953,2005,1043,1082,2,2006,871,PConc,VinylSd,1,10574,VinylSd,50,252000
1089,7,Edwards,1709,2004,380,970,2,2004,739,PConc,VinylSd,0,2522,VinylSd,40,137500
1090,8,Somerst,1247,2005,550,1247,1,2005,0,PConc,MetalSd,1,3316,MetalSd,84,197000
1092,7,Somerst,1252,1999,462,600,2,2000,628,PConc,MetalSd,0,2160,MetalSd,48,160000
1093,6,SWISU,1694,1925,576,1181,2,1950,304,PConc,MetalSd,1,8400,MetalSd,0,136500
1094,5,NAmes,1200,1965,884,864,1,1998,0,CBlock,MetalSd,0,9230,MetalSd,64,146000
1095,5,NAmes,936,1956,308,936,1,2000,0,CBlock,MetalSd,0,5868,MetalSd,0,129000
1096,6,CollgCr,1314,2006,440,1314,2,2006,0,PConc,VinylSd,1,9317,VinylSd,22,176432
1097,6,IDOTRR,1355,1914,0,684,1,2006,582,PConc,Wd Sdng,0,6882,Wd Sdng,0,127000
1098,8,StoneBr,1088,1986,461,1074,1,1986,0,CBlock,HdBoard,0,3696,HdBoard,74,170000
1099,4,BrkSide,1324,1936,240,672,1,1950,567,BrkTil,MetalSd,0,6000,MetalSd,0,128000
1100,7,NWAmes,1601,1978,478,1271,2,1978,0,CBlock,Plywood,1,11880,Plywood,0,157000
1102,5,NAmes,950,1971,280,950,1,1971,0,CBlock,MetalSd,0,9758,HdBoard,0,119500
1103,5,NAmes,1134,1960,254,1010,1,2002,0,CBlock,Wd Sdng,0,7000,Wd Sdng,16,135000
1104,6,NAmes,1194,1959,539,655,1,1959,0,CBlock,BrkFace,1,8910,BrkFace,0,159500
1105,5,BrDale,1302,1970,440,630,2,1970,672,CBlock,HdBoard,0,2016,HdBoard,0,106000
1107,7,SawyerW,1442,1990,719,910,2,1991,0,PConc,HdBoard,1,10357,HdBoard,244,179900
1109,6,Gilbert,1690,2000,463,924,2,2000,742,PConc,VinylSd,1,8063,VinylSd,48,181000
1111,6,Gilbert,1658,1995,431,773,2,1996,885,PConc,HdBoard,1,8000,HdBoard,84,188000
1112,7,NWAmes,1964,1976,483,803,2,1976,866,CBlock,Plywood,1,10480,Plywood,69,205000
1113,5,NAmes,816,1957,308,816,1,1957,0,CBlock,Wd Shng,0,7100,WdShing,0,129900
1114,5,NAmes,1008,1953,240,1008,1,2006,0,CBlock,Wd Sdng,0,8923,Wd Sdng,18,134500
1115,5,OldTown,833,1954,326,833,1,2000,0,CBlock,MetalSd,0,5400,MetalSd,0,117000
1116,8,NridgHt,1734,2007,928,1734,2,2007,0,PConc,VinylSd,1,12085,VinylSd,0,318000
1117,8,Gilbert,1419,2002,527,408,2,2002,640,PConc,VinylSd,1,7750,VinylSd,0,184100
1118,5,Sawyer,894,1967,450,894,1,2003,0,CBlock,VinylSd,0,9764,VinylSd,0,130000
1119,5,Sawyer,1601,1958,300,533,1,1987,580,CBlock,MetalSd,0,13825,MetalSd,34,140000
1120,5,NAmes,1040,1959,286,1040,1,1959,0,CBlock,Wd Sdng,0,7560,BrkFace,0,133700
1121,6,IDOTRR,1012,1920,308,1012,1,1950,0,BrkTil,BrkFace,1,8263,BrkFace,22,118400
1122,7,CollgCr,1552,2005,782,1552,2,2006,0,PConc,VinylSd,0,10084,VinylSd,20,212900
1124,5,Edwards,698,1947,0,698,1,2008,0,CBlock,VinylSd,0,9405,VinylSd,200,118000
1125,7,Gilbert,1482,1992,392,384,2,1992,670,PConc,HdBoard,1,9125,HdBoard,25,163900
1126,4,NAmes,1005,1955,672,1005,1,1955,0,CBlock,Plywood,1,10434,Plywood,0,115000
1127,7,Blmngtn,1555,2007,660,1373,2,2007,0,PConc,VinylSd,1,3684,VinylSd,20,174000
1129,7,Gilbert,1959,2004,434,847,2,2005,1112,PConc,VinylSd,1,11796,VinylSd,48,215000
1130,5,OldTown,936,1980,672,936,1,1980,0,CBlock,MetalSd,0,7200,MetalSd,0,140000
1131,4,SWISU,1981,1928,576,1122,2,1950,653,BrkTil,Plywood,2,7804,WdShing,44,135000
1132,5,Mitchel,974,1991,0,974,1,1992,0,PConc,HdBoard,0,10712,HdBoard,28,93500
1133,6,OldTown,2210,1880,205,1008,2,1950,1032,BrkTil,Wd Sdng,0,9900,Wd Sdng,48,117500
1134,8,SawyerW,2020,1995,466,1128,2,1995,878,PConc,VinylSd,1,9828,VinylSd,155,239500
1135,6,Gilbert,1600,1997,460,916,2,1997,684,PConc,VinylSd,1,8773,VinylSd,38,169000
1136,6,BrkSide,986,1926,180,960,1,1950,0,BrkTil,Wd Sdng,1,6180,Wd Sdng,128,102000
1137,6,NAmes,1252,1950,288,1032,1,1950,220,CBlock,VinylSd,0,9600,VinylSd,0,119000
1139,6,Mitchel,1567,1977,714,1567,2,1977,0,PConc,ImStucc,2,9819,Plywood,32,196000
1140,5,BrkSide,1167,1920,495,915,1,1950,0,BrkTil,Stucco,1,8731,Stucco,0,144000
1141,5,NAmes,952,1951,840,952,1,1951,0,CBlock,HdBoard,0,7350,HdBoard,0,139000
1145,4,Edwards,924,1941,280,672,1,1950,252,BrkTil,MetalSd,0,12180,MetalSd,0,80000
1146,5,BrkSide,1576,1928,225,1042,1,1950,534,BrkTil,MetalSd,1,6240,MetalSd,0,149000
1147,6,SawyerW,1298,1985,403,1298,2,1985,0,CBlock,Wd Shng,1,11200,Wd Sdng,26,180000
1148,7,Crawfor,1564,1941,234,704,1,1950,704,CBlock,MetalSd,1,12000,MetalSd,0,174500
1149,7,OldTown,1111,1926,288,572,1,1950,539,PConc,Wd Sdng,1,5700,Wd Sdng,0,116900
1150,7,OldTown,1482,1920,324,650,1,1988,650,PConc,VinylSd,0,9000,VinylSd,0,143000
1151,6,NAmes,932,1950,306,932,1,1950,0,CBlock,BrkFace,1,8280,BrkFace,0,124000
1152,5,Edwards,1466,1959,528,1466,1,1959,0,CBlock,Plywood,2,17755,HdBoard,140,149900
1154,6,IDOTRR,816,1930,432,816,1,2007,0,BrkTil,Wd Sdng,0,5890,Wd Sdng,0,120500
1158,7,NridgHt,1314,2007,626,1314,2,2008,0,PConc,VinylSd,1,5001,VinylSd,62,230000
1159,8,Somerst,1580,2007,830,1580,2,2008,0,PConc,VinylSd,0,11932,VinylSd,24,235128
1160,6,NWAmes,1876,1974,540,901,2,1974,933,CBlock,HdBoard,1,9120,HdBoard,69,185000
1161,6,NPkVill,1456,1978,440,855,2,1978,601,CBlock,Brk Cmn,1,2280,Plywood,0,146000
1163,5,Sawyer,894,1968,450,894,1,1968,0,CBlock,VinylSd,1,8724,VinylSd,0,129000
1164,4,Sawyer,1258,1969,400,1198,0,1969,0,CBlock,Plywood,0,12900,Plywood,0,108959
1166,7,NridgHt,1502,2009,644,1502,2,2009,0,PConc,VinylSd,0,9541,VinylSd,114,233170
1168,6,Gilbert,1671,2000,472,959,2,2000,712,PConc,VinylSd,1,10852,VinylSd,38,173000
1171,6,Mitchel,1118,1977,358,1096,1,1977,0,CBlock,Plywood,1,9880,Plywood,0,171000
1172,6,NAmes,1261,1958,433,1261,1,1958,0,CBlock,MetalSd,1,9120,MetalSd,0,163000
1173,7,Somerst,1250,2006,625,625,2,2007,625,PConc,MetalSd,0,4017,MetalSd,54,171900
1177,5,Mitchel,923,1984,264,876,1,1985,0,CBlock,Plywood,0,6951,HdBoard,0,119500
1178,6,OldTown,1224,1926,210,818,1,2004,406,CBlock,MetalSd,0,3950,MetalSd,0,115000
1179,5,Crawfor,1343,1921,186,731,1,1950,523,BrkTil,Wd Sdng,1,7681,Wd Sdng,0,154900
1184,5,OldTown,1130,1920,720,1120,1,1950,0,BrkTil,Stucco,1,10800,Stucco,0,120000
1186,5,Edwards,1221,1924,392,784,1,1950,272,BrkTil,AsbShng,0,9738,AsbShng,0,104900
1187,3,OldTown,1699,1900,420,978,2,1970,685,CBlock,HdBoard,0,10615,HdBoard,74,95000
1189,7,CollgCr,1660,2002,493,831,2,2002,829,PConc,VinylSd,0,8935,VinylSd,68,195000
1190,7,Gilbert,1804,1999,442,994,2,1999,776,PConc,VinylSd,1,7500,VinylSd,60,189000
1192,8,Somerst,1441,1999,492,776,2,2000,677,PConc,MetalSd,0,2645,MetalSd,0,174000
1193,5,OldTown,1472,1925,250,702,1,1994,630,PConc,VinylSd,0,9600,VinylSd,0,125000
1194,6,Mitchel,1224,1999,402,1224,2,1999,0,PConc,VinylSd,0,4500,VinylSd,304,165000
1195,6,Sawyer,1352,1969,299,663,1,1969,689,CBlock,HdBoard,0,9364,HdBoard,36,158000
1196,6,Gilbert,1456,2005,400,728,2,2005,728,PConc,VinylSd,0,8029,VinylSd,24,176000
1197,7,Gilbert,1863,2006,660,879,2,2006,984,PConc,VinylSd,1,14054,VinylSd,17,219210
1198,7,OldTown,1690,1916,225,815,1,1950,875,BrkTil,MetalSd,1,8850,MetalSd,0,144000
1199,7,CollgCr,1212,2001,573,1212,2,2001,0,PConc,VinylSd,0,9100,VinylSd,0,178000
1200,4,Sawyer,1382,1963,459,1051,1,1979,0,CBlock,HdBoard,1,11235,HdBoard,82,148000
1201,4,NAmes,864,1970,280,864,1,1970,0,CBlock,MetalSd,0,9353,MetalSd,0,116050
1202,7,CollgCr,1779,1998,546,866,2,1998,913,PConc,VinylSd,0,10400,VinylSd,36,197900
1203,5,BrkSide,1348,1925,216,884,1,1997,464,BrkTil,Wd Sdng,1,6000,Wd Sdng,0,117000
1204,7,CollgCr,1630,2000,451,1630,2,2001,0,PConc,VinylSd,1,9750,VinylSd,234,213000
1205,5,NWAmes,1074,1975,495,1056,1,1975,0,CBlock,HdBoard,0,10140,HdBoard,88,153500
1207,4,SawyerW,1056,1966,384,1056,1,1966,0,CBlock,HdBoard,0,8900,HdBoard,42,107000
1208,6,CollgCr,1700,2003,544,1682,2,2003,0,PConc,VinylSd,0,9135,VinylSd,23,200000
1209,5,NAmes,1283,1962,506,931,1,1980,0,CBlock,MetalSd,0,7763,MetalSd,0,140000
1210,8,Somerst,1660,2006,500,1660,2,2006,0,PConc,VinylSd,1,10182,VinylSd,50,290000
1211,6,SawyerW,1845,1992,462,1055,2,1992,790,PConc,Wd Sdng,1,11218,Wd Sdng,104,189000
1212,8,Gilbert,1752,1988,492,559,2,2005,672,Wood,Wd Sdng,0,12134,Wd Sdng,12,164000
1213,4,Edwards,672,1941,234,672,1,1950,0,CBlock,MetalSd,0,9340,MetalSd,113,113000
1214,4,Sawyer,960,1965,364,648,0,2001,0,CBlock,VinylSd,0,10246,VinylSd,0,145000
1215,5,NAmes,999,1962,300,925,1,1962,0,CBlock,MetalSd,0,10205,MetalSd,72,134500
1216,5,Sawyer,894,1966,384,894,1,1966,0,CBlock,VinylSd,0,7094,VinylSd,0,125000
1218,8,Somerst,1314,2009,552,1300,2,2009,0,PConc,CmentBd,0,8640,CemntBd,112,229456
1220,6,BrDale,1218,1971,0,672,1,1971,546,CBlock,CmentBd,0,1680,CemntBd,0,91500
1222,5,Sawyer,1211,1968,322,952,1,1968,0,CBlock,HdBoard,1,8250,HdBoard,63,134000
1223,6,NAmes,1846,1949,315,1040,2,1950,678,CBlock,Wd Sdng,1,10496,Wd Sdng,0,143000
1224,5,NAmes,2136,1951,528,2136,2,1951,0,CBlock,Wd Sdng,0,10680,Wd Sdng,30,137900
1225,7,Gilbert,1490,2004,388,788,2,2005,702,PConc,VinylSd,1,15384,VinylSd,75,184000
1226,6,NAmes,1138,1958,264,588,1,1958,0,CBlock,VinylSd,0,10482,VinylSd,0,145000
1227,6,Somerst,1933,2007,668,894,2,2007,1039,PConc,VinylSd,1,14598,VinylSd,18,214000
1228,5,NAmes,912,1965,576,912,1,2008,0,CBlock,VinylSd,0,8872,VinylSd,240,147000
1230,5,NAmes,1507,1960,404,1075,2,1960,0,CBlock,HdBoard,0,7910,BrkFace,0,127000
1232,5,NAmes,1190,1962,540,1106,1,1962,0,CBlock,Wd Sdng,0,7728,Wd Sdng,18,132500
1234,5,NAmes,1188,1959,531,1188,1,1959,0,CBlock,Plywood,0,12160,Plywood,0,142000
1236,5,Crawfor,1784,1914,180,747,1,1950,892,BrkTil,Wd Sdng,0,13132,Wd Sdng,40,138887
1237,7,NridgHt,1626,2003,474,764,2,2003,862,PConc,Wd Shng,0,2628,VinylSd,27,175500
1238,7,CollgCr,1948,2004,434,847,2,2005,1101,PConc,VinylSd,1,12393,VinylSd,48,195000
1239,6,SawyerW,1141,2005,484,1141,1,2005,0,PConc,VinylSd,0,13072,VinylSd,0,142500
1240,8,Timber,1484,2006,472,1476,2,2006,0,PConc,VinylSd,1,9037,VinylSd,33,265900
1241,7,CollgCr,1768,2003,543,884,2,2003,884,PConc,VinylSd,0,8158,VinylSd,63,224900
1243,7,NWAmes,1173,1974,528,1053,2,1974,0,CBlock,Plywood,2,10625,Plywood,120,170000
1246,6,NWAmes,1868,1984,477,585,3,2003,728,CBlock,VinylSd,1,12090,VinylSd,112,178000
1247,7,Somerst,1553,2005,615,756,2,2006,797,PConc,VinylSd,0,8125,VinylSd,45,186500
1248,6,Mitchel,1034,1976,888,1012,1,1976,0,CBlock,HdBoard,0,12328,HdBoard,0,169900
1250,5,NAmes,988,1950,276,876,1,1950,0,CBlock,MetalSd,0,7200,MetalSd,80,119000
1252,7,NridgHt,1405,2003,478,1405,2,2003,0,PConc,Wd Shng,1,3136,VinylSd,36,171750
1253,5,Mitchel,874,1968,288,864,1,1968,0,CBlock,HdBoard,0,9858,HdBoard,0,130000
1255,7,Edwards,1656,2003,397,746,2,2004,896,PConc,VinylSd,1,6931,VinylSd,128,165400
1256,6,BrkSide,1367,1931,560,884,1,1950,408,BrkTil,Wd Sdng,1,6240,Wd Sdng,0,127500
1258,5,Edwards,864,1922,0,864,1,1950,0,PConc,Wd Sdng,0,4060,Wd Sdng,96,99900
1259,7,Gilbert,1166,2005,400,856,2,2005,0,PConc,VinylSd,0,9587,VinylSd,0,190000
1260,6,NAmes,1054,1969,460,1054,1,1969,0,CBlock,HdBoard,0,9750,HdBoard,0,151000
1261,6,Gilbert,1675,1999,502,841,2,1999,783,PConc,VinylSd,1,24682,VinylSd,103,181000
1262,5,NAmes,1050,1956,338,1050,1,1956,0,CBlock,MetalSd,0,9600,MetalSd,0,128900
1263,4,ClearCr,1788,1957,304,1104,1,1989,684,CBlock,Wd Sdng,2,11250,Wd Sdng,0,161500
1264,6,BrkSide,1824,1919,520,764,1,1950,764,PConc,Wd Sdng,1,13515,Wd Sdng,0,180500
1265,6,NAmes,1337,1998,511,1405,2,1999,0,PConc,MetalSd,0,4060,MetalSd,68,181000
1266,7,Somerst,1452,1999,506,691,2,1999,739,PConc,MetalSd,0,3735,MetalSd,34,183900
1267,7,OldTown,1889,1910,308,925,1,1950,925,CBlock,Wd Sdng,1,10120,Wd Sdng,0,122000
1270,5,NAmes,1524,1958,315,874,1,1958,650,CBlock,MetalSd,0,11344,MetalSd,0,144000
1272,6,NWAmes,1489,1968,462,1489,2,1968,0,CBlock,BrkFace,1,9156,BrkFace,0,185750
1273,5,Sawyer,935,1965,288,935,1,1965,0,CBlock,Plywood,0,13526,HdBoard,0,137000
1274,6,Edwards,1357,1959,312,1019,1,2006,0,CBlock,Plywood,1,11512,Plywood,0,177000
1275,5,Crawfor,1250,1910,552,661,2,2003,589,PConc,Wd Shng,1,5362,Wd Sdng,0,139000
1276,5,NAmes,1920,1948,400,928,2,1950,992,CBlock,AsbShng,0,11345,AsbShng,0,137000
1277,6,NWAmes,1395,1972,497,723,1,1972,660,CBlock,Plywood,1,12936,HdBoard,116,162000
1280,4,IDOTRR,1128,1920,528,698,1,1950,430,CBlock,MetalSd,0,7500,MetalSd,0,68400
1281,7,CollgCr,1573,2002,544,1573,2,2002,0,PConc,VinylSd,0,9808,VinylSd,72,227000
1282,7,Timber,1339,1990,484,1309,2,1990,0,CBlock,HdBoard,1,8049,HdBoard,58,180000
1283,5,CollgCr,1040,1977,484,1040,2,2008,0,CBlock,HdBoard,0,8800,HdBoard,0,150500
1284,6,Mitchel,1824,1971,0,912,2,1971,912,CBlock,Wd Shng,0,9400,MetalSd,0,139000
1285,6,SWISU,2447,1919,336,804,2,1990,748,PConc,Wd Shng,1,9638,Wd Sdng,0,169000
1286,6,BrkSide,1412,1939,280,780,1,1950,587,CBlock,MetalSd,1,6000,MetalSd,0,132500
1287,6,NWAmes,1328,1963,528,1328,1,1963,0,CBlock,HdBoard,2,9790,HdBoard,26,143000
1289,8,StoneBr,1659,2000,499,1501,2,2000,0,PConc,CmentBd,1,5664,CemntBd,59,278000
1290,8,NridgHt,1970,2006,753,1085,2,2006,850,PConc,VinylSd,1,11065,VinylSd,74,281000
1291,5,NAmes,1152,1964,484,1152,1,1964,0,PConc,HdBoard,1,14112,Wd Sdng,0,180500
1292,5,BrDale,1302,1972,264,630,2,1972,672,CBlock,CmentBd,0,1680,CemntBd,0,119500
1293,5,OldTown,2372,1892,432,994,2,1965,994,Stone,Wd Sdng,0,6600,Wd Sdng,287,107500
1294,7,NWAmes,1664,1976,528,832,2,1976,832,PConc,HdBoard,1,10140,HdBoard,28,162900
1295,5,Edwards,864,1955,572,864,1,1990,0,CBlock,Plywood,0,8172,WdShing,0,115000
1296,5,NAmes,1052,1968,288,1052,1,1968,0,CBlock,HdBoard,0,8400,HdBoard,0,138500
1297,5,NAmes,1128,1963,525,1120,2,1963,0,CBlock,MetalSd,0,8700,MetalSd,20,155000
1298,6,Edwards,1072,2005,525,547,2,2006,0,PConc,VinylSd,0,3675,VinylSd,44,140000
1300,5,NAmes,1246,1959,305,1246,1,1994,0,CBlock,BrkFace,0,7500,BrkFace,0,154000
1301,7,Gilbert,1983,1999,490,978,2,1999,978,PConc,VinylSd,1,10762,VinylSd,0,225000
1302,6,Crawfor,1494,1942,213,771,1,1950,741,CBlock,Wd Sdng,2,7500,Wd Sdng,0,177500
1303,8,NoRidge,2526,1994,844,1165,2,1994,1323,PConc,VinylSd,1,10120,VinylSd,78,290000
1304,7,Somerst,1616,2005,834,1616,2,2005,0,PConc,VinylSd,0,8688,VinylSd,59,232000
1305,7,Edwards,1708,2004,380,976,2,2004,732,PConc,VinylSd,0,3363,VinylSd,40,130000
1306,9,NridgHt,1652,2006,840,1652,2,2007,0,PConc,VinylSd,2,13173,VinylSd,102,325000
1307,7,NridgHt,1368,2005,474,1368,2,2006,0,PConc,VinylSd,1,6955,VinylSd,35,202500
1308,5,CollgCr,990,1994,480,990,1,1995,0,PConc,VinylSd,0,8072,VinylSd,64,138000
1309,5,OldTown,1122,1948,528,924,1,2005,0,CBlock,MetalSd,0,12000,MetalSd,36,147000
1310,6,SawyerW,1294,1991,496,1278,2,1991,0,CBlock,HdBoard,0,7153,HdBoard,51,179200
1312,7,CollgCr,1274,2005,508,1274,2,2007,0,PConc,VinylSd,0,8814,VinylSd,98,203000
1315,4,Edwards,948,1954,280,948,1,1954,0,CBlock,Wd Sdng,1,8190,Wd Sdng,36,119000
1317,8,CollgCr,1630,2008,860,1622,2,2008,0,PConc,VinylSd,1,10226,VinylSd,42,295493
1318,7,Somerst,1352,2006,466,1352,2,2007,0,PConc,VinylSd,1,4230,VinylSd,241,208900
1319,8,CollgCr,1787,2001,748,1753,2,2002,0,PConc,VinylSd,1,14781,VinylSd,150,275000
1320,4,Edwards,948,1954,248,864,1,1954,0,PConc,Wd Sdng,0,10215,Wd Sdng,0,111000
1321,6,NAmes,1478,1957,442,1478,1,1957,0,CBlock,BrkFace,2,8400,BrkFace,0,156500
1323,7,NoRidge,1923,1992,564,750,2,1992,862,PConc,HdBoard,1,10186,HdBoard,39,190000
